位置X：-30.2,  位置Y：0.01221865,  位置Z：-19.66,  身体角度：-3.276394E-06,  头部角度：270.8016
位置X：-40.72775,  位置Y：0.01232687,  位置Z：-22.21464,  身体角度：8.343334,  头部角度：270.6441
位置X：-40.75777,  位置Y：0.003980914,  位置Z：-22.3681,  身体角度：8.343334,  头部角度：270.6435
位置X：-40.77198,  位置Y：4.980608E-05,  位置Z：-22.44093,  身体角度：8.343334,  头部角度：270.6447
位置X：-40.73166,  位置Y：0.009526074,  位置Z：-22.34263,  身体角度：9.54271,  头部角度：270.6447
位置X：-40.77748,  位置Y：-1.699649E-06,  位置Z：-22.53168,  身体角度：9.54271,  头部角度：270.5842
位置X：-40.7776,  位置Y：-1.525652E-06,  位置Z：-22.53239,  身体角度：9.54271,  头部角度：270.5301
位置X：-40.77784,  位置Y：-1.175005E-06,  位置Z：-22.53381,  身体角度：9.54271,  头部角度：270.4902
位置X：-40.74771,  位置Y：0.01128593,  位置Z：-22.42928,  身体角度：10.15184,  头部角度：270.4537
位置X：-40.77763,  位置Y：7.800171E-06,  位置Z：-22.53292,  身体角度：10.15184,  头部角度：270.4112
位置X：-40.77778,  位置Y：6.619465E-06,  位置Z：-22.53378,  身体角度：10.15184,  头部角度：270.3805
位置X：-40.74621,  位置Y：0.01082224,  位置Z：-22.431,  身体角度：10.54756,  头部角度：270.3517
位置X：-40.77591,  位置Y：5.553872E-05,  位置Z：-22.52389,  身体角度：10.54756,  头部角度：270.3039
位置X：-40.77784,  位置Y：1.628078E-05,  位置Z：-22.53427,  身体角度：10.54756,  头部角度：270.3046
位置X：-40.74572,  位置Y：0.01011932,  位置Z：-22.43842,  身体角度：10.69126,  头部角度：270.3134
位置X：-40.77777,  位置Y：5.202631E-06,  位置Z：-22.53393,  身体角度：10.69126,  头部角度：270.3275
位置X：-40.7777,  位置Y：5.575468E-06,  位置Z：-22.5336,  身体角度：10.69126,  头部角度：270.3505
位置X：-40.77783,  位置Y：4.797373E-06,  位置Z：-22.53429,  身体角度：10.69126,  头部角度：270.3753
位置X：-40.74548,  位置Y：0.0111036,  位置Z：-22.44499,  身体角度：10.82729,  头部角度：270.4025
位置X：-40.77771,  位置Y：1.302199E-05,  位置Z：-22.5337,  身体角度：10.82729,  头部角度：270.4384
位置X：-40.77763,  位置Y：1.417101E-05,  位置Z：-22.53327,  身体角度：10.82729,  头部角度：270.4805
位置X：-40.77779,  位置Y：1.189715E-05,  位置Z：-22.53412,  身体角度：10.82729,  头部角度：270.5166
位置X：-40.77779,  位置Y：1.184799E-05,  位置Z：-22.53414,  身体角度：10.82729,  头部角度：270.5479
位置X：-40.74711,  位置Y：0.01031283,  位置Z：-22.45304,  身体角度：10.7637,  头部角度：270.5479
位置X：-40.77777,  位置Y：1.04532E-06,  位置Z：-22.53396,  身体角度：10.7637,  头部角度：270.5479
位置X：-40.77766,  位置Y：1.174725E-06,  位置Z：-22.53339,  身体角度：10.7637,  头部角度：270.5479
位置X：-40.75019,  位置Y：0.01172963,  位置Z：-22.45627,  身体角度：10.62985,  头部角度：270.5479
位置X：-40.77594,  位置Y：2.399371E-05,  位置Z：-22.52421,  身体角度：10.62985,  头部角度：270.5479
位置X：-40.77784,  位置Y：7.115237E-06,  位置Z：-22.53431,  身体角度：10.62985,  头部角度：270.5479
位置X：-40.75579,  位置Y：0.0148699,  位置Z：-22.45,  身体角度：10.19678,  头部角度：270.5479
位置X：-40.77776,  位置Y：5.098064E-05,  位置Z：-22.53367,  身体角度：10.19678,  头部角度：270.5479
位置X：-40.77771,  位置Y：5.353709E-05,  位置Z：-22.53342,  身体角度：10.19678,  头部角度：270.5479
位置X：-40.77779,  位置Y：4.893282E-05,  位置Z：-22.53386,  身体角度：10.19678,  头部角度：270.5479
位置X：-40.76248,  位置Y：0.01105064,  位置Z：-22.45258,  身体角度：9.369007,  头部角度：270.5479
位置X：-40.77794,  位置Y：2.245245E-05,  位置Z：-22.53434,  身体角度：9.369007,  头部角度：270.5479
位置X：-40.77782,  位置Y：2.637519E-05,  位置Z：-22.53361,  身体角度：9.369007,  头部角度：270.5479
位置X：-40.77788,  位置Y：2.441854E-05,  位置Z：-22.53397,  身体角度：9.369007,  头部角度：270.5479
位置X：-40.77784,  位置Y：2.587279E-05,  位置Z：-22.5337,  身体角度：9.369007,  头部角度：270.5479
位置X：-40.74863,  位置Y：0.01097053,  位置Z：-22.46359,  身体角度：9.405079,  头部角度：270.5479
位置X：-40.77787,  位置Y：-7.663089E-06,  位置Z：-22.53394,  身体角度：9.405079,  头部角度：270.5479
位置X：-40.75621,  位置Y：0.01191121,  位置Z：-22.4569,  身体角度：9.16375,  头部角度：270.5479
位置X：-40.77629,  位置Y：9.109967E-05,  位置Z：-22.524,  身体角度：9.16375,  头部角度：270.5479
位置X：-40.77795,  位置Y：2.670919E-05,  位置Z：-22.5343,  身体角度：9.16375,  头部角度：270.5479
位置X：-40.77795,  位置Y：2.656351E-05,  位置Z：-22.53432,  身体角度：9.16375,  头部角度：270.5479
位置X：-40.74937,  位置Y：0.009437352,  位置Z：-22.46359,  身体角度：8.914816,  头部角度：270.5479
位置X：-40.77796,  位置Y：-3.035506E-06,  位置Z：-22.53421,  身体角度：8.914816,  头部角度：270.5479
位置X：-40.77772,  位置Y：-4.092401E-06,  位置Z：-22.53269,  身体角度：8.914816,  头部角度：270.5479
位置X：-40.7779,  位置Y：-3.277812E-06,  位置Z：-22.53386,  身体角度：8.914816,  头部角度：270.5479
位置X：-40.75666,  位置Y：0.01100826,  位置Z：-22.45831,  身体角度：8.576007,  头部角度：270.5479
位置X：-40.77795,  位置Y：1.889763E-05,  位置Z：-22.53402,  身体角度：8.576007,  头部角度：270.5479
位置X：-40.7779,  位置Y：2.022919E-05,  位置Z：-22.5337,  身体角度：8.576007,  头部角度：270.5479
位置X：-40.77794,  位置Y：1.921708E-05,  位置Z：-22.53394,  身体角度：8.576007,  头部角度：270.5479
位置X：-40.75095,  位置Y：0.01033929,  位置Z：-22.46337,  身体角度：8.450996,  头部角度：270.5479
位置X：-40.77792,  位置Y：1.27893E-06,  位置Z：-22.53372,  身体角度：8.450996,  头部角度：270.5479
位置X：-40.77789,  位置Y：1.328845E-06,  位置Z：-22.53353,  身体角度：8.450996,  头部角度：270.5479
位置X：-40.76157,  位置Y：0.01076379,  位置Z：-22.46318,  身体角度：7.909587,  头部角度：270.5479
位置X：-40.77665,  位置Y：3.974416E-05,  位置Z：-22.52424,  身体角度：7.909587,  头部角度：270.5479
位置X：-40.77798,  位置Y：1.328487E-05,  位置Z：-22.53378,  身体角度：7.909587,  头部角度：270.5479
位置X：-40.77802,  位置Y：1.238412E-05,  位置Z：-22.53411,  身体角度：7.909587,  头部角度：270.5479
位置X：-40.76405,  位置Y：0.0105989,  位置Z：-22.465,  身体角度：7.317148,  头部角度：270.5479
位置X：-40.77802,  位置Y：1.221532E-05,  位置Z：-22.53374,  身体角度：7.317148,  头部角度：270.5479
位置X：-40.77802,  位置Y：1.224144E-05,  位置Z：-22.53373,  身体角度：7.317148,  头部角度：270.5479
位置X：-40.77803,  位置Y：1.193885E-05,  位置Z：-22.53385,  身体角度：7.317148,  头部角度：270.5479
位置X：-40.76014,  位置Y：0.01322562,  位置Z：-22.45829,  身体角度：6.766129,  头部角度：270.5479
位置X：-40.7781,  位置Y：5.007671E-05,  位置Z：-22.53396,  身体角度：6.766129,  头部角度：270.5479
位置X：-40.778,  位置Y：5.861186E-05,  位置Z：-22.53317,  身体角度：6.766129,  头部角度：270.5479
位置X：-40.76399,  位置Y：0.009118557,  位置Z：-22.47064,  身体角度：6.68638,  头部角度：270.5479
位置X：-40.77782,  位置Y：-1.293789E-05,  位置Z：-22.53152,  身体角度：6.68638,  头部角度：270.5479
位置X：-40.77765,  位置Y：-1.559469E-05,  位置Z：-22.53008,  身体角度：6.68638,  头部角度：270.5189
位置X：-40.77069,  位置Y：0.01095498,  位置Z：-22.46752,  身体角度：6.075055,  头部角度：270.5028
位置X：-40.78285,  位置Y：1.597991E-05,  位置Z：-22.60862,  身体角度：6.075055,  头部角度：270.4882
位置X：-40.78179,  位置Y：4.993069E-05,  位置Z：-22.59868,  身体角度：6.075055,  头部角度：270.4415
位置X：-40.77484,  位置Y：0.01139092,  位置Z：-22.54129,  身体角度：6.007906,  头部角度：270.4302
位置X：-40.78658,  位置Y：1.391261E-05,  位置Z：-22.6678,  身体角度：6.007906,  头部角度：270.4168
位置X：-40.78654,  位置Y：1.501374E-05,  位置Z：-22.66742,  身体角度：6.007906,  头部角度：270.403
位置X：-40.78659,  位置Y：1.343816E-05,  位置Z：-22.66796,  身体角度：6.007906,  头部角度：270.3917
位置X：-40.76702,  位置Y：0.01237148,  位置Z：-22.59419,  身体角度：5.952933,  头部角度：270.3784
位置X：-40.79082,  位置Y：3.508589E-05,  位置Z：-22.73484,  身体角度：5.952933,  头部角度：270.369
位置X：-40.79072,  位置Y：4.300907E-05,  位置Z：-22.73387,  身体角度：5.952933,  头部角度：270.3561
位置X：-40.79078,  位置Y：3.851242E-05,  位置Z：-22.73442,  身体角度：5.952933,  头部角度：270.346
位置X：-40.78225,  位置Y：0.01062024,  位置Z：-22.66537,  身体角度：5.914102,  头部角度：270.338
位置X：-40.79514,  位置Y：6.810404E-06,  位置Z：-22.80344,  身体角度：5.914102,  头部角度：270.3286
位置X：-40.79502,  位置Y：8.555663E-06,  位置Z：-22.80231,  身体角度：5.914102,  头部角度：270.3214
位置X：-40.79509,  位置Y：7.51859E-06,  位置Z：-22.80298,  身体角度：5.914102,  头部角度：270.314
位置X：-40.78708,  位置Y：0.01223731,  位置Z：-22.72662,  身体角度：5.732784,  头部角度：270.309
位置X：-40.79959,  位置Y：3.30931E-05,  位置Z：-22.87391,  身体角度：5.732784,  头部角度：270.3052
位置X：-40.77325,  位置Y：0.009745061,  位置Z：-22.80142,  身体角度：5.89605,  头部角度：270.2974
位置X：-40.79175,  位置Y：0.005206048,  位置Z：-22.93512,  身体角度：5.89605,  头部角度：270.3
位置X：-40.81285,  位置Y：0.0001159656,  位置Z：-23.08869,  身体角度：5.89605,  头部角度：270.3026
位置X：-40.81332,  位置Y：4.744641E-06,  位置Z：-23.09214,  身体角度：5.89605,  头部角度：270.3046
位置X：-40.8133,  位置Y：5.013633E-06,  位置Z：-23.09188,  身体角度：5.89605,  头部角度：270.3065
位置X：-40.80639,  位置Y：0.009931147,  位置Z：-23.02694,  身体角度：5.617682,  头部角度：270.3115
位置X：-40.81782,  位置Y：-1.621908E-06,  位置Z：-23.16313,  身体角度：5.617682,  头部角度：270.3177
位置X：-40.8178,  位置Y：-1.69662E-06,  位置Z：-23.16293,  身体角度：5.617682,  头部角度：270.325
位置X：-40.81778,  位置Y：-1.783297E-06,  位置Z：-23.16269,  身体角度：5.617682,  头部角度：270.331
位置X：-40.80446,  位置Y：0.01271138,  位置Z：-23.08567,  身体角度：5.135965,  头部角度：270.3392
位置X：-40.82201,  位置Y：2.787503E-05,  位置Z：-23.22961,  身体角度：5.135965,  头部角度：270.3494
位置X：-40.82205,  位置Y：2.58902E-05,  位置Z：-23.23001,  身体角度：5.135965,  头部角度：270.3621
位置X：-40.82214,  位置Y：2.067431E-05,  位置Z：-23.23106,  身体角度：5.135965,  头部角度：270.3701
位置X：-40.8043,  位置Y：0.01121265,  位置Z：-23.15495,  身体角度：5.14497,  头部角度：270.3816
位置X：-40.82663,  位置Y：2.00828E-05,  位置Z：-23.30248,  身体角度：5.14497,  头部角度：270.3922
位置X：-40.82014,  位置Y：0.009595364,  位置Z：-23.23184,  身体角度：4.853053,  头部角度：270.4054
位置X：-40.83078,  位置Y：-1.339999E-05,  位置Z：-23.37117,  身体角度：4.853053,  头部角度：270.4432
位置X：-40.8316,  位置Y：-4.092384E-06,  位置Z：-23.38084,  身体角度：4.853053,  头部角度：270.4546
位置X：-40.83154,  位置Y：-4.735416E-06,  位置Z：-23.38017,  身体角度：4.853053,  头部角度：270.469
位置X：-40.83159,  位置Y：-4.134869E-06,  位置Z：-23.38079,  身体角度：4.853053,  头部角度：270.4821
位置X：-40.82536,  位置Y：0.01197517,  位置Z：-23.30047,  身体角度：4.692274,  头部角度：270.4949
位置X：-40.83589,  位置Y：2.523471E-05,  位置Z：-23.44882,  身体角度：4.692274,  头部角度：270.5078
位置X：-40.83582,  位置Y：2.973524E-05,  位置Z：-23.44803,  身体角度：4.692274,  头部角度：270.5234
位置X：-40.83588,  位置Y：2.543607E-05,  位置Z：-23.44878,  身体角度：4.692274,  头部角度：270.5367
位置X：-40.81569,  位置Y：0.00994876,  位置Z：-23.37843,  身体角度：4.818902,  头部角度：270.5525
位置X：-40.8404,  位置Y：5.633973E-06,  位置Z：-23.52066,  身体角度：4.818902,  头部角度：270.5661
位置X：-40.84037,  位置Y：6.044727E-06,  位置Z：-23.52032,  身体角度：4.818902,  头部角度：270.5828
位置X：-40.84036,  位置Y：6.134595E-06,  位置Z：-23.52024,  身体角度：4.818902,  头部角度：270.5981
位置X：-40.83492,  位置Y：0.009731621,  位置Z：-23.45393,  身体角度：4.647499,  头部角度：270.5974
位置X：-40.84438,  位置Y：-6.414241E-06,  位置Z：-23.58372,  身体角度：4.647499,  头部角度：270.5951
位置X：-40.84436,  位置Y：-6.819816E-06,  位置Z：-23.58341,  身体角度：4.647499,  头部角度：270.5948
位置X：-40.83005,  位置Y：0.01360092,  位置Z：-23.50773,  身体角度：4.555178,  头部角度：270.5922
位置X：-40.84826,  位置Y：8.84852E-05,  位置Z：-23.64764,  身体角度：4.555178,  头部角度：270.5892
位置X：-40.84904,  位置Y：2.710252E-05,  位置Z：-23.65734,  身体角度：4.555178,  头部角度：270.5885
位置X：-40.84903,  位置Y：2.797844E-05,  位置Z：-23.6572,  身体角度：4.555178,  头部角度：270.5869
位置X：-40.84343,  位置Y：0.01032251,  位置Z：-23.58387,  身体角度：4.530574,  头部角度：270.5855
位置X：-40.85339,  位置Y：7.006501E-06,  位置Z：-23.72657,  身体角度：4.530574,  头部角度：270.5842
位置X：-40.85334,  位置Y：7.898855E-06,  位置Z：-23.72595,  身体角度：4.530574,  头部角度：270.5822
位置X：-40.85338,  位置Y：7.230021E-06,  位置Z：-23.72642,  身体角度：4.530574,  头部角度：270.5818
位置X：-40.84127,  位置Y：0.01038229,  位置Z：-23.65495,  身体角度：4.54208,  头部角度：270.5805
位置X：-40.85695,  位置Y：0.0008082497,  位置Z：-23.79233,  身体角度：4.54208,  头部角度：270.5784
位置X：-40.85818,  位置Y：7.988174E-06,  位置Z：-23.8028,  身体角度：4.54208,  头部角度：270.5774
位置X：-40.85824,  位置Y：6.81292E-06,  位置Z：-23.8036,  身体角度：4.54208,  头部角度：270.5761
位置X：-40.8433,  位置Y：0.01073048,  位置Z：-23.72881,  身体角度：4.539229,  头部角度：270.5761
位置X：-40.86256,  位置Y：1.46627E-05,  位置Z：-23.87222,  身体角度：4.539229,  头部角度：270.574
位置X：-40.86258,  位置Y：1.394345E-05,  位置Z：-23.87247,  身体角度：4.539229,  头部角度：270.5727
位置X：-40.86258,  位置Y：1.362571E-05,  位置Z：-23.87259,  身体角度：4.539229,  头部角度：270.5706
位置X：-40.86169,  位置Y：0.01001713,  位置Z：-23.80013,  身体角度：4.486922,  头部角度：270.5706
位置X：-40.86629,  位置Y：-1.634705E-05,  位置Z：-23.93371,  身体角度：4.486922,  头部角度：270.5668
位置X：-40.84988,  位置Y：0.01098341,  位置Z：-23.87103,  身体角度：4.66561,  头部角度：270.5654
位置X：-40.87103,  位置Y：1.056263E-05,  位置Z：-24.0068,  身体角度：4.66561,  头部角度：270.5658
位置X：-40.9392,  位置Y：1.979758E-05,  位置Z：-23.99937,  身体角度：4.66561,  头部角度：270.5623
位置X：-40.98697,  位置Y：0.01035321,  位置Z：-23.92714,  身体角度：3.972241,  头部角度：270.5609
位置X：-41.04318,  位置Y：3.932431E-06,  位置Z：-23.99969,  身体角度：3.972241,  头部角度：270.5581
位置X：-41.08456,  位置Y：3.007608E-06,  位置Z：-24.0019,  身体角度：3.972241,  头部角度：270.5571
位置X：-41.12246,  位置Y：2.761877E-06,  位置Z：-24.00346,  身体角度：3.972241,  头部角度：270.5567
位置X：-41.15262,  位置Y：0.01075193,  位置Z：-23.92956,  身体角度：3.76709,  头部角度：270.5546
位置X：-41.20532,  位置Y：9.628449E-06,  位置Z：-24.00743,  身体角度：3.76709,  头部角度：270.5539
位置X：-41.24471,  位置Y：9.02481E-06,  位置Z：-24.01088,  身体角度：3.76709,  头部角度：270.5525
位置X：-41.27823,  位置Y：7.683625E-06,  位置Z：-24.01476,  身体角度：3.76709,  头部角度：270.5518
位置X：-41.31913,  位置Y：0.009736627,  位置Z：-23.94415,  身体角度：2.339753,  头部角度：270.5525
位置X：-41.35063,  位置Y：-1.982124E-06,  位置Z：-24.02251,  身体角度：2.339753,  头部角度：270.5504
位置X：-41.39151,  位置Y：-2.14834E-06,  位置Z：-24.02777,  身体角度：2.339753,  头部角度：270.5511
位置X：-41.4356,  位置Y：-2.323179E-06,  位置Z：-24.03422,  身体角度：2.339753,  头部角度：270.5497
位置X：-41.47228,  位置Y：0.01001337,  位置Z：-23.96573,  身体角度：1.91515,  头部角度：270.549
位置X：-41.58582,  位置Y：1.134001E-06,  位置Z：-24.05509,  身体角度：1.91515,  头部角度：270.5482
位置X：-41.63589,  位置Y：0.01104075,  位置Z：-23.99087,  身体角度：1.099177,  头部角度：270.5486
位置X：-41.6682,  位置Y：1.755834E-05,  位置Z：-24.08484,  身体角度：1.099177,  头部角度：270.5482
位置X：-41.70846,  位置Y：1.906829E-05,  位置Z：-24.09544,  身体角度：1.099177,  头部角度：270.5482
位置X：-41.74862,  位置Y：1.911098E-05,  位置Z：-24.10715,  身体角度：1.099177,  头部角度：270.5479
位置X：-41.79709,  位置Y：0.01089895,  位置Z：-24.02968,  身体角度：0.3957779,  头部角度：270.5486
位置X：-41.82039,  位置Y：1.309477E-05,  位置Z：-24.1304,  身体角度：0.3957779,  头部角度：270.5482
位置X：-41.85825,  位置Y：1.3828E-05,  位置Z：-24.14311,  身体角度：0.3957779,  头部角度：270.549
位置X：-41.91269,  位置Y：0.01548985,  位置Z：-24.06895,  身体角度：359.3942,  头部角度：270.5486
位置X：-41.93663,  位置Y：4.316279E-05,  位置Z：-24.17199,  身体角度：359.3942,  头部角度：270.5482
位置X：-41.9729,  位置Y：4.099059E-05,  位置Z：-24.18672,  身体角度：359.3942,  头部角度：270.549
位置X：-42.00654,  位置Y：3.824464E-05,  位置Z：-24.20106,  身体角度：359.3942,  头部角度：270.549
位置X：-42.0547,  位置Y：0.008016855,  位置Z：-24.14114,  身体角度：359.161,  头部角度：270.549
位置X：-42.04385,  位置Y：-2.830432E-05,  位置Z：-24.21544,  身体角度：359.161,  头部角度：270.549
位置X：-42.04386,  位置Y：-3.142366E-05,  位置Z：-24.21472,  身体角度：359.161,  头部角度：270.491
位置X：-42.05178,  位置Y：0.002932906,  位置Z：-24.15954,  身体角度：356.8963,  头部角度：270.445
位置X：-42.00675,  位置Y：-0.0001476267,  位置Z：-24.29919,  身体角度：356.8963,  头部角度：270.3956
位置X：-42.01897,  位置Y：0.01524463,  位置Z：-24.21235,  身体角度：355.9124,  头部角度：270.3013
位置X：-42.00675,  位置Y：-1.848292E-05,  位置Z：-24.3008,  身体角度：355.9124,  头部角度：270.2839
位置X：-42.00676,  位置Y：-1.902132E-05,  位置Z：-24.30065,  身体角度：355.9124,  头部角度：270.2769
位置X：-42.00671,  位置Y：-1.66051E-05,  位置Z：-24.30133,  身体角度：355.9124,  头部角度：270.2769
位置X：-42.01543,  位置Y：0.01070592,  位置Z：-24.22954,  身体角度：354.8961,  头部角度：270.2867
位置X：-42.00677,  位置Y：1.418975E-06,  位置Z：-24.30165,  身体角度：354.8961,  头部角度：270.2961
位置X：-42.00692,  位置Y：1.974867E-06,  位置Z：-24.29995,  身体角度：354.8961,  头部角度：270.322
位置X：-42.0068,  位置Y：1.521763E-06,  位置Z：-24.30133,  身体角度：354.8961,  头部角度：270.3472
位置X：-42.02076,  位置Y：0.01087442,  位置Z：-24.22944,  身体角度：354.4576,  头部角度：270.3753
位置X：-42.00686,  位置Y：1.518817E-05,  位置Z：-24.30113,  身体角度：354.4576,  头部角度：270.4083
位置X：-42.00687,  位置Y：1.582862E-05,  位置Z：-24.30092,  身体角度：354.4576,  头部角度：270.4441
位置X：-42.00681,  位置Y：1.386528E-05,  位置Z：-24.30155,  身体角度：354.4576,  头部角度：270.4789
位置X：-42.01725,  位置Y：0.009957135,  位置Z：-24.22923,  身体角度：353.5813,  头部角度：270.529
位置X：-42.0069,  位置Y：6.215035E-06,  位置Z：-24.30136,  身体角度：353.5813,  头部角度：270.549
位置X：-42.00697,  位置Y：6.96195E-06,  位置Z：-24.3008,  身体角度：353.5813,  头部角度：270.549
位置X：-42.00698,  位置Y：7.12123E-06,  位置Z：-24.30069,  身体角度：353.5813,  头部角度：270.5475
位置X：-42.02328,  位置Y：0.01185462,  位置Z：-24.22519,  身体角度：353.3557,  头部角度：270.5475
位置X：-42.00802,  位置Y：7.425329E-05,  位置Z：-24.2919,  身体角度：353.3557,  头部角度：270.5482
位置X：-42.0211,  位置Y：0.010337,  位置Z：-24.22711,  身体角度：352.9534,  头部角度：270.5482
位置X：-42.00688,  位置Y：1.061785E-05,  位置Z：-24.30195,  身体角度：352.9534,  头部角度：270.5475
位置X：-42.007,  位置Y：1.320614E-05,  位置Z：-24.30097,  身体角度：352.9534,  头部角度：270.5482
位置X：-42.00698,  位置Y：1.278981E-05,  位置Z：-24.30113,  身体角度：352.9534,  头部角度：270.5482
位置X：-42.02528,  位置Y：0.01147416,  位置Z：-24.22399,  身体角度：352.2979,  头部角度：270.5482
位置X：-42.00712,  位置Y：2.4476E-05,  位置Z：-24.30055,  身体角度：352.2979,  头部角度：270.549
位置X：-42.00709,  位置Y：2.34411E-05,  位置Z：-24.30079,  身体角度：352.2979,  头部角度：270.5482
位置X：-42.007,  位置Y：2.072065E-05,  位置Z：-24.30139,  身体角度：352.2979,  头部角度：270.5482
位置X：-42.02325,  位置Y：0.009985477,  位置Z：-24.2264,  身体角度：351.4837,  头部角度：270.549
位置X：-42.0071,  位置Y：7.923737E-06,  位置Z：-24.30123,  身体角度：351.4837,  头部角度：270.549
位置X：-42.00715,  位置Y：8.507406E-06,  位置Z：-24.30088,  身体角度：351.4837,  头部角度：270.5482
位置X：-42.00709,  位置Y：7.899369E-06,  位置Z：-24.30124,  身体角度：351.4837,  头部角度：270.549
位置X：-42.02766,  位置Y：0.01135036,  位置Z：-24.22361,  身体角度：351.1403,  头部角度：270.5482
位置X：-42.00857,  位置Y：6.933133E-05,  位置Z：-24.29194,  身体角度：351.1403,  头部角度：270.549
位置X：-42.02089,  位置Y：0.009669602,  位置Z：-24.22751,  身体角度：350.6338,  头部角度：270.549
位置X：-42.00716,  位置Y：4.366208E-06,  位置Z：-24.30128,  身体角度：350.6338,  头部角度：270.549
位置X：-42.00716,  位置Y：4.380837E-06,  位置Z：-24.30126,  身体角度：350.6338,  头部角度：270.549
位置X：-42.00718,  位置Y：4.465315E-06,  位置Z：-24.30117,  身体角度：350.6338,  头部角度：270.549
位置X：-42.0278,  位置Y：0.01117113,  位置Z：-24.22477,  身体角度：350.5807,  头部角度：270.549
位置X：-42.00713,  位置Y：1.842364E-05,  位置Z：-24.30146,  身体角度：350.5807,  头部角度：270.549
位置X：-42.00717,  位置Y：1.920796E-05,  位置Z：-24.30126,  身体角度：350.5807,  头部角度：270.549
位置X：-42.00712,  位置Y：1.810325E-05,  位置Z：-24.30154,  身体角度：350.5807,  头部角度：270.549
位置X：-42.00713,  位置Y：1.834665E-05,  位置Z：-24.30148,  身体角度：350.5807,  头部角度：270.549
位置X：-42.01832,  位置Y：0.01466924,  位置Z：-24.22745,  身体角度：350.483,  头部角度：270.549
位置X：-42.00723,  位置Y：3.848291E-05,  位置Z：-24.30091,  身体角度：350.483,  头部角度：270.549
位置X：-42.00724,  位置Y：3.901453E-05,  位置Z：-24.30084,  身体角度：350.483,  头部角度：270.549
位置X：-42.03205,  位置Y：0.01692176,  位置Z：-24.22031,  身体角度：350.2535,  头部角度：270.549
位置X：-42.00891,  位置Y：0.0001042353,  位置Z：-24.2913,  身体角度：350.2535,  头部角度：270.549
位置X：-42.00722,  位置Y：3.463183E-05,  位置Z：-24.30111,  身体角度：350.2535,  头部角度：270.549
位置X：-42.02216,  位置Y：0.02121001,  位置Z：-24.22225,  身体角度：349.437,  头部角度：270.549
位置X：-42.00734,  位置Y：9.157186E-05,  位置Z：-24.30083,  身体角度：349.437,  头部角度：270.549
位置X：-42.00737,  位置Y：9.377153E-05,  位置Z：-24.30071,  身体角度：349.437,  头部角度：270.549
位置X：-42.00723,  位置Y：8.111597E-05,  位置Z：-24.30142,  身体角度：349.437,  头部角度：270.549
位置X：-42.024,  位置Y：0.007817626,  位置Z：-24.23286,  身体角度：349.2207,  头部角度：270.549
位置X：-42.00721,  位置Y：-1.242946E-05,  位置Z：-24.30165,  身体角度：349.2207,  头部角度：270.549
位置X：-42.0074,  位置Y：-1.52558E-05,  位置Z：-24.30066,  身体角度：349.2207,  头部角度：270.549
位置X：-42.00737,  位置Y：-1.4832E-05,  位置Z：-24.30081,  身体角度：349.2207,  头部角度：270.549
位置X：-42.03197,  位置Y：0.02103707,  位置Z：-24.23497,  身体角度：347.7994,  头部角度：270.549
位置X：-42.00827,  位置Y：0.0001058234,  位置Z：-24.29725,  身体角度：347.7994,  头部角度：270.549
位置X：-42.02919,  位置Y：0.02539599,  位置Z：-24.23001,  身体角度：347.1129,  头部角度：270.5211
位置X：-41.96358,  位置Y：0.001552181,  位置Z：-24.39841,  身体角度：347.1129,  头部角度：270.5044
位置X：-41.97865,  位置Y：0.01103598,  位置Z：-24.32795,  身体角度：347.5692,  头部角度：270.4459
位置X：-41.92575,  位置Y：0.006547523,  位置Z：-24.46143,  身体角度：347.5692,  头部角度：270.4325
位置X：-41.86084,  位置Y：0.001092894,  位置Z：-24.62669,  身体角度：347.5692,  头部角度：270.4178
位置X：-41.84777,  位置Y：1.455069E-05,  位置Z：-24.66051,  身体角度：347.5692,  头部角度：270.4044
位置X：-41.87321,  位置Y：0.01565707,  位置Z：-24.57755,  身体角度：347.5659,  头部角度：270.3912
位置X：-41.81675,  位置Y：4.674761E-05,  位置Z：-24.73028,  身体角度：347.5659,  头部角度：270.379
位置X：-41.81677,  位置Y：4.761346E-05,  位置Z：-24.73018,  身体角度：347.5659,  头部角度：270.3648
位置X：-41.81674,  位置Y：4.635505E-05,  位置Z：-24.73032,  身体角度：347.5659,  头部角度：270.355
位置X：-41.84462,  位置Y：0.01043168,  位置Z：-24.65113,  身体角度：347.4879,  头部角度：270.3438
位置X：-41.78631,  位置Y：1.525303E-05,  位置Z：-24.79884,  身体角度：347.4879,  头部角度：270.3351
位置X：-41.78633,  位置Y：1.565634E-05,  位置Z：-24.79871,  身体角度：347.4879,  头部角度：270.3263
位置X：-41.78634,  位置Y：1.568411E-05,  位置Z：-24.7987,  身体角度：347.4879,  头部角度：270.3196
位置X：-41.81715,  位置Y：0.0103488,  位置Z：-24.72273,  身体角度：347.1643,  头部角度：270.3122
位置X：-41.75783,  位置Y：0.0002669787,  位置Z：-24.86298,  身体角度：347.1643,  头部角度：270.3071
位置X：-41.78569,  位置Y：0.01053998,  位置Z：-24.78831,  身体角度：346.9128,  头部角度：270.2987
位置X：-41.72314,  位置Y：0.005106428,  位置Z：-24.93432,  身体角度：346.9128,  头部角度：270.3
位置X：-41.66382,  位置Y：1.284537E-05,  位置Z：-25.07427,  身体角度：346.9128,  头部角度：270.3
