位置X：-38.23061,  位置Y：0.08333337,  位置Z：-23.60317,  身体角度：99.84705,  头部角度：270.6187
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.85584,  身体角度：282.3325,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.85149,  身体角度：282.3325,  头部角度：270.5471
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.8479,  身体角度：282.3206,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.8436,  身体角度：282.3206,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.83999,  身体角度：282.3087,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.8367,  身体角度：282.2968,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.83182,  身体角度：282.2968,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.82783,  身体角度：282.2849,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.8231,  身体角度：282.2849,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.81937,  身体角度：282.2731,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.81597,  身体角度：282.2612,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.8089,  身体角度：282.2612,  头部角度：270.5486
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.80509,  身体角度：282.2494,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.79597,  身体角度：282.2375,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.79231,  身体角度：282.2257,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.7861,  身体角度：282.2257,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.78208,  身体角度：282.2139,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.77741,  身体角度：282.2021,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.77235,  身体角度：282.2021,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.76859,  身体角度：282.1903,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.76406,  身体角度：282.1903,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.75839,  身体角度：282.1785,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.75494,  身体角度：282.1667,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.75023,  身体角度：282.1667,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.74488,  身体角度：282.155,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.74089,  身体角度：282.1432,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.73425,  身体角度：282.1432,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.73012,  身体角度：282.1315,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.72518,  身体角度：282.1198,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.72049,  身体角度：282.1198,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.71657,  身体角度：282.108,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.71057,  身体角度：282.108,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.70616,  身体角度：282.0963,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.70118,  身体角度：282.0846,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.6971,  身体角度：282.0729,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.69119,  身体角度：282.0729,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.68729,  身体角度：282.0613,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.68242,  身体角度：282.0613,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.67717,  身体角度：282.0496,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.67348,  身体角度：282.038,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.66758,  身体角度：282.038,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.66368,  身体角度：282.0263,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.65884,  身体角度：282.0263,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.65483,  身体角度：282.0147,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.64997,  身体角度：282.003,  头部角度：270.5486
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.64494,  身体角度：282.003,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.64087,  身体角度：281.9914,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.63568,  身体角度：281.9798,  头部角度：270.5486
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.63163,  身体角度：281.9682,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.62586,  身体角度：281.9566,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.61609,  身体角度：281.9566,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.61222,  身体角度：281.945,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.60813,  身体角度：281.9335,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.60162,  身体角度：281.9335,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.59747,  身体角度：281.9219,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.59239,  身体角度：281.9103,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.58755,  身体角度：281.9103,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.58239,  身体角度：281.8988,  头部角度：270.5471
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.57851,  身体角度：281.8873,  头部角度：270.5497
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.5738,  身体角度：281.8873,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.5694,  身体角度：281.8758,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.56402,  身体角度：281.8643,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.55904,  身体角度：281.8643,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.55375,  身体角度：281.8528,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.5494,  身体角度：281.8413,  头部角度：270.5471
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.54245,  身体角度：281.8413,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.53851,  身体角度：281.8298,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.53444,  身体角度：281.8183,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.52851,  身体角度：281.8183,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.52448,  身体角度：281.8069,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.51969,  身体角度：281.7954,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.51486,  身体角度：281.7954,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.51092,  身体角度：281.784,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.50535,  身体角度：281.7726,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.5,  身体角度：281.7726,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.49479,  身体角度：281.7611,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.4912,  身体角度：281.7497,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.48517,  身体角度：281.7497,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.48136,  身体角度：281.7383,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.4769,  身体角度：281.7383,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.47304,  身体角度：281.7269,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.4685,  身体角度：281.7155,  头部角度：270.5479
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.46386,  身体角度：281.7155,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.46025,  身体角度：281.7042,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.45458,  身体角度：281.7042,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.45105,  身体角度：281.6873,  头部角度：270.5471
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.44149,  身体角度：281.676,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.43527,  身体角度：281.676,  头部角度：270.5471
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.43077,  身体角度：281.6647,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.42642,  身体角度：281.6647,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.42135,  身体角度：281.6533,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.41799,  身体角度：281.642,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.4114,  身体角度：281.6307,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.4065,  身体角度：281.6307,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.40158,  身体角度：281.6194,  头部角度：270.4366
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.39724,  身体角度：281.6194,  头部角度：270.3648
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.39336,  身体角度：281.6082,  头部角度：270.3046
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.38986,  身体角度：281.5969,  头部角度：270.2784
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.38474,  身体角度：281.5969,  头部角度：270.2934
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.38108,  身体角度：281.5856,  头部角度：270.3427
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.37643,  身体角度：281.5856,  头部角度：270.4154
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.3726,  身体角度：281.5744,  头部角度：270.5044
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.36845,  身体角度：281.5744,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.36474,  身体角度：281.5632,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.36043,  身体角度：281.5632,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.35696,  身体角度：281.5519,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.35252,  身体角度：281.5519,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.34885,  身体角度：281.5407,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.34548,  身体角度：281.5295,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.34127,  身体角度：281.5295,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.33773,  身体角度：281.5183,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.33362,  身体角度：281.5183,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.33003,  身体角度：281.5071,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.32567,  身体角度：281.5071,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.32207,  身体角度：281.4959,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.31767,  身体角度：281.4959,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.31423,  身体角度：281.4848,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.31005,  身体角度：281.4848,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.30661,  身体角度：281.4736,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.30241,  身体角度：281.4736,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.29882,  身体角度：281.4624,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.29463,  身体角度：281.4624,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.29188,  身体角度：281.4459,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.28391,  身体角度：281.4459,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.28041,  身体角度：281.4348,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.27613,  身体角度：281.4348,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.27251,  身体角度：281.4236,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.26718,  身体角度：281.4125,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.26129,  身体角度：281.4125,  头部角度：270.4993
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.25761,  身体角度：281.4014,  头部角度：270.4614
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.25321,  身体角度：281.4014,  头部角度：270.4284
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.249,  身体角度：281.3903,  头部角度：270.3951
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.24453,  身体角度：281.3793,  头部角度：270.3621
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.23989,  身体角度：281.3793,  头部角度：270.3375
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.23626,  身体角度：281.3682,  头部角度：270.3214
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.23203,  身体角度：281.3682,  头部角度：270.3071
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.22804,  身体角度：281.3571,  头部角度：270.3
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.22365,  身体角度：281.3571,  头部角度：270.302
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.21999,  身体角度：281.3461,  头部角度：270.3058
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.21586,  身体角度：281.3461,  头部角度：270.3184
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.21237,  身体角度：281.3351,  头部角度：270.3345
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.20908,  身体角度：281.324,  头部角度：270.3522
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.20439,  身体角度：281.324,  头部角度：270.38
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.20111,  身体角度：281.313,  头部角度：270.4044
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.19691,  身体角度：281.313,  头部角度：270.4312
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.1928,  身体角度：281.302,  头部角度：270.466
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.1888,  身体角度：281.302,  头部角度：270.4969
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.18525,  身体角度：281.291,  头部角度：270.5297
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.18124,  身体角度：281.291,  头部角度：270.5613
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.17781,  身体角度：281.2801,  头部角度：270.5948
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.17371,  身体角度：281.2801,  头部角度：270.5958
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.17021,  身体角度：281.2691,  头部角度：270.5922
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.16642,  身体角度：281.2691,  头部角度：270.5905
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.16303,  身体角度：281.2581,  头部角度：270.5869
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.15915,  身体角度：281.2581,  头部角度：270.5845
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.15589,  身体角度：281.2471,  头部角度：270.5815
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.15291,  身体角度：281.2362,  头部角度：270.5791
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.14489,  身体角度：281.2362,  头部角度：270.5733
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.14158,  身体角度：281.2253,  头部角度：270.571
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.1376,  身体角度：281.2253,  头部角度：270.5689
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.13439,  身体角度：281.2144,  头部角度：270.5668
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.13122,  身体角度：281.2034,  头部角度：270.5651
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.12608,  身体角度：281.2034,  头部角度：270.5623
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.12196,  身体角度：281.1925,  头部角度：270.5585
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.11808,  身体角度：281.1925,  头部角度：270.5553
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.11451,  身体角度：281.1816,  头部角度：270.5536
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.11055,  身体角度：281.1816,  头部角度：270.5521
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.10732,  身体角度：281.1707,  头部角度：270.55
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.10331,  身体角度：281.1707,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.09993,  身体角度：281.1599,  头部角度：270.5497
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.09616,  身体角度：281.1599,  头部角度：270.5475
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.09265,  身体角度：281.149,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.08851,  身体角度：281.149,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.08522,  身体角度：281.1381,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.08106,  身体角度：281.1381,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.07736,  身体角度：281.1273,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.0742,  身体角度：281.1164,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.06948,  身体角度：281.1164,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.0649,  身体角度：281.1056,  头部角度：270.4432
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.06091,  身体角度：281.1056,  头部角度：270.3712
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.05737,  身体角度：281.0948,  头部角度：270.3128
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.05348,  身体角度：281.0948,  头部角度：270.2805
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.05006,  身体角度：281.084,  头部角度：270.2784
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.04612,  身体角度：281.084,  头部角度：270.314
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.04269,  身体角度：281.0732,  头部角度：270.3706
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.03926,  身体角度：281.0624,  头部角度：270.4424
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.03393,  身体角度：281.0624,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.02937,  身体角度：281.0516,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.02547,  身体角度：281.0516,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.02164,  身体角度：281.0408,  头部角度：270.5471
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.01742,  身体角度：281.0301,  头部角度：270.5482
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.00926,  身体角度：281.0193,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.00468,  身体角度：281.0193,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-21.00057,  身体角度：281.0086,  头部角度：270.549
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.99639,  身体角度：280.9978,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.9914,  身体角度：280.9978,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.98643,  身体角度：280.9871,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.98244,  身体角度：280.9763,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.97768,  身体角度：280.9763,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.97274,  身体角度：280.9656,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.96865,  身体角度：280.9656,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.96513,  身体角度：280.9549,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.96165,  身体角度：280.9442,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.9564,  身体角度：280.9442,  头部角度：270.5493
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.9516,  身体角度：280.9336,  头部角度：270.5009
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.94784,  身体角度：280.9336,  头部角度：270.4694
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.94456,  身体角度：280.9229,  头部角度：270.437
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.94063,  身体角度：280.9229,  头部角度：270.4097
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.93733,  身体角度：280.9122,  头部角度：270.3826
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.9335,  身体角度：280.9122,  头部角度：270.3577
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.92968,  身体角度：280.9016,  头部角度：270.3334
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.92584,  身体角度：280.9016,  头部角度：270.3177
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.92247,  身体角度：280.8909,  头部角度：270.3077
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.91868,  身体角度：280.8909,  头部角度：270.3013
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.91515,  身体角度：280.8803,  头部角度：270.2987
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.91143,  身体角度：280.8803,  头部角度：270.3052
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.90821,  身体角度：280.8697,  头部角度：270.3122
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.90429,  身体角度：280.8697,  头部角度：270.3286
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.90091,  身体角度：280.8591,  头部角度：270.346
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.89781,  身体角度：280.8484,  头部角度：270.3653
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.89339,  身体角度：280.8484,  头部角度：270.3932
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.88977,  身体角度：280.8379,  头部角度：270.4224
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.88594,  身体角度：280.8379,  头部角度：270.4485
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.88247,  身体角度：280.8273,  头部角度：270.4805
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.87562,  身体角度：280.8167,  头部角度：270.5392
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.87169,  身体角度：280.8167,  头部角度：270.5713
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.86821,  身体角度：280.8062,  头部角度：270.5971
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.86462,  身体角度：280.8062,  头部角度：270.5948
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.86124,  身体角度：280.7956,  头部角度：270.5915
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.85761,  身体角度：280.7956,  头部角度：270.5901
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.8544,  身体角度：280.785,  头部角度：270.5869
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.85078,  身体角度：280.785,  头部角度：270.5852
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.84751,  身体角度：280.7745,  头部角度：270.5818
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.84377,  身体角度：280.7745,  头部角度：270.5791
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.84044,  身体角度：280.7639,  头部角度：270.5757
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.83622,  身体角度：280.7639,  头部角度：270.5737
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.83267,  身体角度：280.6922,  头部角度：270.5716
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.82863,  身体角度：280.6922,  头部角度：270.5682
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.82358,  身体角度：280.3925,  头部角度：270.5661
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.82004,  身体角度：280.3925,  头部角度：270.5634
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.81358,  身体角度：279.8424,  头部角度：270.562
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.81015,  身体角度：279.8424,  头部角度：270.5602
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.80241,  身体角度：278.9832,  头部角度：270.5578
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.79931,  身体角度：278.9832,  头部角度：270.5564
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.7895,  身体角度：277.8342,  头部角度：270.5546
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.78689,  身体角度：277.8342,  头部角度：270.5532
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.77479,  身体角度：276.3293,  头部角度：270.5529
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.77254,  身体角度：276.3293,  头部角度：270.5511
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.75896,  身体角度：274.3367,  头部角度：270.55
位置X：-41.83334,  位置Y：0.08333337,  位置Z：-20.75744,  身体角度：274.3367,  头部角度：270.5504
